,UF,Município,Estabelecimento,Tipo,Endereço
1378,PR,Paranaguá,"CAPS I SOLAR DOS GIRASSOIS","CAPS I","AVENIDA BELMIRO SEBASTIAO MARQUES, 010 Bairro: LABRA CEP: 83212260 Fone: 41-34202972"
1379,PR,Paranavaí,"CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGA CAPS AD","CAPS AD","RUA SERAFIN AFONCO COSTA, 1830 Bairro: CENTRO CEP: 87711180 Fone: (44)39021147"
1380,PR,Paranavaí,"CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL","CAPS i","GUAPORE, 2085 Bairro: CENTRO CEP: 87705120 Fone: (44) 34232466"
1381,PR,Paranavaí,"CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA GUAPORE, 655 Bairro: JD PROGRESSO CEP: 87709190 Fone: (44)4234334"
1382,PR,"Pato Branco","CAPS II CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA TOCANTINS, 2615 Bairro: CENTRO CEP: 85501292 Fone: (46) 3902-1310"
1383,PR,Pinhais,"CENTRO DE ATENCAO PSICOSSOCIAL AD REGIONAL II","CAPS AD","RUA ANTONIO DE ANDRADE, 153 Bairro: MARIA ANTONIETA CEP: 83331150 Fone: 41991082559"
1384,PR,Pinhais,"CENTRO DE ATENCAO PSICOSSOCIAL II REGIONAL I","CAPS II","RUA PRIMEIRO DE MAIO, 414 Bairro: CENTRO CEP: 83323020 Fone: 41991773870"
1385,PR,Pinhão,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS I DE PINHAO","CAPS I","RUA XV DE NOVEMBRO, 338 Bairro: CENTRO CEP: 85170000 Fone: (42)36773414"
1386,PR,"Piraí do Sul","CAPS CENTRO DE ATENCAO PSICOSSOCIAL SANITO MILLEO","CAPS I","AVENIDA MANOEL RIBAS, 817 Bairro: CENTRO CEP: 84240000 Fone: (42)32378735"
1387,PR,Piraquara,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD PIRAQUARA","CAPS AD","RUA TENENTE ANTONIO CARDONA DE AGUIAR, 227 Bairro: CENTRO CEP: 83301620 Fone: (41) 3590-3731"
1388,PR,Piraquara,"CAPS II PIRAQUARA","CAPS II","RUA CLEMENTE SIMIAO, 236 Bairro: VILA JULIANA CEP: 83306140 Fone: (41) 3590-3734"
1389,PR,Pitanga,CAPS,"CAPS I","RUA JOAO GONCALVES PADILHA, 351 Bairro: CENTRO CEP: 85200000 Fone: 42-3646 3716"
1390,PR,"Ponta Grossa","CAPS CENTRO DA ATENCAO PSICOSOCIAL AD","CAPS AD","RUA VICENTE ESPOSITO, S/N Bairro: UVARANAS CEP: 84015020 Fone: 42 32201020"
1391,PR,"Ponta Grossa","CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","CAPS II","AVENIDA ANTONIO RODRIGUES TEIXEIRA JUNIOR, 229 Bairro: JARDIM CARVALHO CEP: 84015490 Fone: 42 32201020"
1392,PR,Prudentópolis,"CAPS AD DR LUIZ ALBERTO CONTI","CAPS AD","RUA CANDIDO DE ABREU, 1611 Bairro: CENTRO CEP: 84400000 Fone: 0800 808 0113 R 8118"
1393,PR,Prudentópolis,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL PRUDENTOPOLIS","CAPS I","RUA PRINCIPAL, S/N Bairro: VILA MARIANA CEP: 84400000 Fone: 0800 808 0113 R 8119"
1394,PR,"Quatro Barras","CAPS I","CAPS I","RUA DAS FLORES, 321 Bairro: CONJUNTO ITAPIRA CEP: 83420000 Fone: 41-3672-2628"
1395,PR,Realeza,"CAPS I REALEZA","CAPS I","RUA NATALINO GREGORINI, S/N Bairro: CIDADE UNIVERSITARIA CEP: 85770000 Fone: 46988262430"
1396,PR,"Rio Branco do Sul","CENTRO DE ATENCAO PSICOSSOCIAL CAPS I","CAPS I","RUA CARLOS CAVALCANTI, 134 Bairro: CENTRO CEP: 83540000 Fone: 41988772676"
1397,PR,"Rio Negro","CAPS I RIO NEGRO","CAPS I","RUA BOM JESUS, 38 Bairro: CENTRO CEP: 83880000 Fone: 47-36451065"
1398,PR,Rolândia,"CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL DE ROLANDIA","CAPS AD","AVENIDA CASTRO ALVES, 1821 Bairro: CENTRO CEP: 86600069 Fone: (43)32551926"
1399,PR,Rolândia,"CAPSI CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL","CAPS i","RUA GUIMARAES ROSA, 94 Bairro: JARDIM ASTECA CEP: 86600284 Fone: (43)39061018"
1400,PR,Rolândia,"CAPS II CENTRO DE ATENCAO PSICOSSOCIAL DE ROLANDIA","CAPS II","ALZIRA TIBURSKI, 102 Bairro: CENTRO CEP: 86600045 Fone: (43)39061011"
1401,PR,"Santo Antônio da Platina","CENTRO DE ATENCAO PSICOSSOCIAL DE SANTO ANTONIO DA PLATINA","CAPS I","RUA DEPUTADO JOSE AFONSO, 532 Bairro: CENTRO CEP: 86430000 Fone: 43 35346031"
1402,PR,"Santo Antônio do Sudoeste","CAPS I DA FRONTEIRA SANTO ANTONIO DO SUDOESTE","CAPS I","AVENIDA PERCY SCHEREINER, 00 Bairro: CENTRO CEP: 85710000 Fone: 46-35638038"
1403,PR,"São José dos Pinhais","CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS","CAPS AD","RUA GENERAL MENA BARRETO MONCLARO, 926 Bairro: SAO PEDRO CEP: 83005040 Fone: (41) 3398 - 2764"
1404,PR,"São José dos Pinhais","CAPSI SAO JOSE DOS PINHAIS","CAPS i","RUA LUIZ VICTORINO ORDINE, 1586 Bairro: CENTRO CEP: 83005150 Fone: (41) 3282 - 9376"
1405,PR,"São José dos Pinhais","CAPS MANDIRITUBA","CAPS I","RUA DA LIBERDADE, 586 Bairro: CENTRO CEP: 83800000 Fone: 4136261045"
1406,PR,"São Miguel do Iguaçu",CAPS,"CAPS I","RUA ALFREDO CHAVES, 348 Bairro: CENTRO CEP: 85877000 Fone: 4535657407"
1407,PR,Sarandi,"CENTRO DE ATENCAO PSICOSSOCIAL CLARINDO CARDOSO PEREIRA","CAPS II","RUA PONTA PORA, 1370 Bairro: FLORESTA CEP: 87112260 Fone: (44)3126-9544"
1408,PR,"Telêmaco Borba","CENTRO DE APOIO PSICOSSOCIAL","CAPS I","AVENIDA OSORIO DE ALMEIDA TAQUES, 126 Bairro: CENTRO CEP: 84261680 Fone: 4239041486"
1409,PR,"Terra Boa","CAPS I MAIS VIDA","CAPS I","RUA MONICA, 222 Bairro: CENTRO CEP: 87240000 Fone: 4436412033"
1410,PR,Toledo,"CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS","CAPS AD","RUA DOM PEDRO II, 1849 Bairro: CENTRO CEP: 85900110 Fone: 3278-2723"
1411,PR,Toledo,"CAPS AD III CENTRO DE ASSISTENCIA PSICOSOCIAL ALCOOL E DROGA","CAPS AD III","RUA INDEPENDENCIA, 1983 Bairro: CENTRO CEP: 85902015 Fone: 4532771383"
1412,PR,Toledo,"CAPS II CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA ALMIRANTE BARROSO, 2490 Bairro: CENTRO CEP: 85900110 Fone: (45)3196-3065"
1413,PR,Ubiratã,"CENTRO DE ATENCAO PSICOSSOCIAL DE UBIRATA","CAPS I","AVENIDA ASCANIO MOREIRA DE CARVALHO, 1333 Bairro: CENTRO CEP: 85440000 Fone: 4435432995"
1414,PR,Umuarama,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD II","CAPS AD","AVENIDA ANGELO MOREIRA DA FONSECA, 3203 Bairro: CENTRO CEP: 87503030 Fone: 44-36247274"
1415,PR,Umuarama,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS II UMUARAMA","CAPS II","AVENIDA PRESIDENTE GETULIO VARGAS, 4873 Bairro: CENTRO CEP: 87501000 Fone: 44-36226901"
1416,PR,"União da Vitória","CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA DESEMBARGADOR COSTA CARVALHO, 521 Bairro: CENTRO CEP: 84600215 Fone: (42)35224406"
1417,RJ,"Angra dos Reis","CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL CAPSI","CAPS i","RUA SILVIO DE CASTRO GALINDO, 02 Bairro: BALNEARIO CEP: 23906100 Fone: 24365-5647"
1418,RJ,"Angra dos Reis","CENTRO DE ATIVIDADES INTEGRADAS EM SAUDE MENTAL CAIS","CAPS II","RUA ALMIRANTE JULIO CESAR DE NORONHA, 90 Bairro: SAO BENTO CEP: 23900010 Fone: 2433657345"
1419,RJ,Araruama,"CAPS II DR ULYSSES CHAVES GORGULHO","CAPS II","RUA COMENDADOR QUEROZ, 129 Bairro: CENTRO CEP: 28979294"
1420,RJ,"Armação dos Búzios","CENTRO DE ATENCAO PSICOSSOCIAL DE ARMACAO DOS BUZIOS CAPSI","CAPS I","AVENIDA 12 DE NOVEMBRO, 1175 Bairro: SAO JOSE CEP: 28955495 Fone: 22 26235687"
1421,RJ,"Barra do Piraí","CAPS NOSSA CASA","CAPS I","RUA ANGELICA, 187 Bairro: NOSSA SENHORA SANT A CEP: 27110260 Fone: (24)2443 6927"
1422,RJ,"Barra Mansa","CAPSI ESTACAO VIVER","CAPS i","AV DR FRANCISCO VILELA DE ANDRADE NETO, 337 Bairro: BARRA MANSA CEP: 27330590 Fone: 02433230164"
1423,RJ,"Barra Mansa","CAPSII ESTACAO MENTAL","CAPS II","RUA SANTOS DUMOUNT, 155 Bairro: CENTRO CEP: 27330590 Fone: 2433221749"
1424,RJ,"Belford Roxo","CAPS ALCOOL E DROGAS ZAIRA VICENTE BICCHIERI","CAPS AD","RUA LUCIA, 100 Bairro: CENTRO CEP: 26130030"
1425,RJ,"Belford Roxo","CAPS INFANTO JUVENIL DE BELFORD ROXO","CAPS i","RUA JOAO FERNADES NETTO, 920 Bairro: CENTRO CEP: 26130050"
1426,RJ,"Belford Roxo","CAPS ADULTO BELFORD ROXO","CAPS II","EXPEDICIONARIO ELIAQUIM BATISTA, 292 Bairro: PRATA CEP: 26135040"
1427,RJ,"Bom Jardim","CAPS UNIDADE BOM JARDIM","CAPS I","RUA PERICLES CORREA DA ROCHA, 555 Bairro: CENTRO CEP: 28660000"
1428,RJ,"Bom Jesus do Itabapoana","CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA GONCALVES DA SILVA, 95 Bairro: CENTRO CEP: 28360000 Fone: 22 38312119"
1429,RJ,"Cabo Frio","CAPS AD EDUARDO GUIMARAES ROCHA","CAPS AD","RUA ANTONIO DUARTE GUIMARAES, 17 Bairro: BRAGA CEP: 28908085 Fone: 22 26451920"
1430,RJ,"Cabo Frio","CAPS DR LEONARDO JORGE DOS SANTOS MACHADO","CAPS II","RUA GENERAL ALFREDO BRUNO GAMA MARTINS, S/N Bairro: BRAGA CEP: 28908145"
1431,RJ,"Cachoeiras de Macacu","CAPS DE CACHOEIRAS DE MACACU","CAPS I","AV GOV ROBERTO SILVEIRA, 800 Bairro: CAMPO DO PRADO CEP: 28680000 Fone: 2226494839"
1432,RJ,"Campos dos Goytacazes","CAPS DR ARI VIANA","CAPS AD","RUA JOSE DO PATROCINIO, 102 Bairro: CENTRO CEP: 28010385 Fone: (22)27267749"
1433,RJ,"Campos dos Goytacazes","CAPSI JOAO CASTELO BRANCO","CAPS i","RUA DR JOAO BARRETO, 70 Bairro: PQ ROSARIO CEP: 28027070 Fone: 22 98175-1320"
1434,RJ,"Campos dos Goytacazes","CAPS DR JOAO BATISTA DE ARAUJO GOMES","CAPS II","RUA ANDRE LUIS, 54 Bairro: JARDIM CARIOCA CEP: 28080720 Fone: 22 27349054"
1435,RJ,Cantagalo,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS I","AV DJALMA BEDA COUBE, 719 Bairro: TRIANGULO CEP: 28500000 Fone: 2225551885"
1436,RJ,Carmo,CAPS,"CAPS II","RUA BARAO DE APARECIDA, 35 Bairro: CENTRO CEP: 28640000 Fone: (22)25373831"
1437,RJ,"Comendador Levy Gasparian","CAPS DE COM LEVY GASPARIAN","CAPS I","EST UNIAO INDUSTRIA, 139 Bairro: RETA CEP: 25870000 Fone: 2422541109"
1438,RJ,"Conceição de Macabu","CENTRO DE ATENCAO PSICOSSOCIAL DE CONCEICAO DE MACABU","CAPS I","RUA JORGE LUIZ SARDINHA, 84 Bairro: VILA NOVA CEP: 28740000 Fone: 2227792345"
1439,RJ,Cordeiro,"CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA NACIB SIMAO, 1325 Bairro: RODOLFO GONCALVES CEP: 28540000"
1440,RJ,"Duque de Caxias","CENTRO DE AT PSICOSINFANTO JUVENIL DE DCAXIAS CAPSIJ DC","CAPS i","AV MARECHAL FLORIANO, 966 Bairro: 25 DE AGOSTO CEP: 25020070 Fone: (21)27727591"
1441,RJ,"Duque de Caxias","CAPS CENTRO DE ATENPSICOSSOCIAL DRLESLIE SCHAVIN","CAPS II","RUA MARECHAL DEODORO, 147 Bairro: 25 DE AGOSTO CEP: 25071230 Fone: (21)26715806"
1442,RJ,"Duque de Caxias","CENTRO DE ATENCAO PSICOSSOCIAL IMBARIE","CAPS II","RUA URUANA, 2 Bairro: IMBARIE CEP: 25070260"
1443,RJ,"Engenheiro Paulo de Frontin","CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA RAMOS CABRAL, 247 Bairro: BORRACHA CEP: 26650000 Fone: 2424633932"
1444,RJ,Guapimirim,"CAPS CENTRO DE ATENCAO PSICOSOCIAL","CAPS I","RUA ROGERIO CORTEZ, 180 Bairro: PAIOL CEP: 25945886"
1445,RJ,"Iguaba Grande","CENTRO DE ATENCAO PSICOSSOCIAL PROFETA GENTILEZA","CAPS I","RUA NOSSA SENHORA DE FATIMA, 123 Bairro: CENTRO CEP: 28960000"
1446,RJ,Itaboraí,"CAPS INFANTO JUVENIL MARINEA BARRETO","CAPS i","TRAVESSA ALFREDO AZEREDO COUTINHO, 3 Bairro: CENTRO CEP: 24800121 Fone: (21) 2639-8110"
1447,RJ,Itaboraí,"CENTRO DE ATENCAO PSICOSSOCIAL ILMA DAS FLORES","CAPS II","RUA PROMOTOR CIRO OLIMPIO DA MATA, 358 Bairro: CENTRO CEP: 24800229 Fone: (21)2635191"
1448,RJ,Itaguaí,"CAPS AD VIVA VIDA","CAPS AD","RUA HAROLDO HEIDIMGEN, S/N Bairro: SAO FRANCISCO CEP: 23815330 Fone: 2126887749"
1449,RJ,Itaguaí,"CAPSI CASINHA AZUL","CAPS i","RUA REVERENDO OTAVIO LUIZ VIEIRA, 545 Bairro: CENTRO CEP: 23815150 Fone: 2137812265"
1450,RJ,Itaguaí,"CAPS BEM VIVER","CAPS II","RUA WALDIR RIBEIRO, 167 Bairro: CENTRO CEP: 23810570 Fone: 2137810508"
1451,RJ,Italva,"CAPS ITALVA CARDOSO MOREIRA","CAPS I","RUA TANUS YUSSEF, 95 Bairro: PARQUE INDUSTRIAL CEP: 28250000 Fone: 2227832102"
1452,RJ,Itaocara,"CAPS ITAOCARA","CAPS I","RUA ALDEIA DA PEDRA, S/N Bairro: CIDADE NOVA CEP: 28570000 Fone: (24)38612475"
1453,RJ,Itaperuna,"CAPS AD","CAPS AD","JOSE DE ASSIS BARBOSA, 01 Bairro: CEHAB CEP: 28300000 Fone: 38246294"
1454,RJ,Itaperuna,CAPSI,"CAPS i","RUA SATIRO GARIBALDI, 325 Bairro: CENTRO CEP: 28300000 Fone: 38246294"
1455,RJ,Itaperuna,"CAPS II","CAPS II","JOSE BONIFACIO, 725 Bairro: BOA FORTUNA CEP: 28300000 Fone: (22)38245599"
1456,RJ,Itatiaia,"CAPS RUBENS ALVES VIANA","CAPS I","RUA DA APOLINARIA, 53 Bairro: CENTRO CEP: 27580000 Fone: 2433523006"
1457,RJ,Japeri,"CAPS DR JORGE TANNUS REJAME","CAPS II","RUA DR ARRUDA NEGREIROS, 49 Bairro: CENTRO CEP: 26453020 Fone: 26701168"
1458,RJ,Macaé,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD PORTO","CAPS AD","AVENIDA AGENOR CALDAS, 261 Bairro: IMBETIBA CEP: 27913300 Fone: (22) 2796-1295"
1459,RJ,Macaé,"CENTRO DE ATENCAO PSICOSSOCIAL INFANTOJUVENIL CAPSI OF VIDA","CAPS i","RUA DA IGUALDADE, 71 Bairro: CENTRO CEP: 27913140 Fone: (22) 2796-1352"
1460,RJ,Macaé,"CENTRO DE ATENCAO PSICOSSOCIAL DE MACAE","CAPS II","RUA TENENTE JACINTO VIEIRA DOS SANTOS, 58 Bairro: IMBETIBA CEP: 27913400 Fone: (22) 2796-1374"
1461,RJ,Macuco,"CAPS I MACUCO","CAPS I","RUA PEREIRA LOPES, 494 Bairro: CENTRO CEP: 28545000"
1462,RJ,Magé,"CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS","CAPS AD","RUA PROFESSORA HILDA PORTELA, 165 Bairro: FLEXEIRAS CEP: 25900285"
1463,RJ,Magé,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL LIDIA MENEZES","CAPS II","RUA PROFESSORA HILDA PORTELA, 165 Bairro: FLEXEIRAS CEP: 25900285 Fone: (21)26333110"
1464,RJ,Mangaratiba,"CAPS MANGARATIBA","CAPS I","RUA SANDRA MARA CABRAL DOS SANTOS, 117 Bairro: PRAIA DO SACO CEP: 23860000 Fone: 2127896020"
1465,RJ,Maricá,"CENTRO DE ATENCAO PSICOSSOCIAL GILBERTO SILVA DOS SANTOS","CAPS II","RUA CLIMACO PEREIRA, 259 Bairro: CENTRO CEP: 24902035 Fone: 21-26372578"
1466,RJ,Mendes,"CAPS HUGO DE CARVALHO PEDROSO","CAPS I","RUA VICENTE ROCHA, S/N Bairro: SANTA RITA CEP: 26700000 Fone: (24) 24651046"
1467,RJ,Mesquita,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS III CASA AZUL","CAPS II","RUA TENENTE ALDIR SOARES ADRIANO, 109 Bairro: CRUZEIRO DO SUL CEP: 26562190"
1468,RJ,"Miguel Pereira","CAPS LUGAR DE SONHAR","CAPS I","RUA DR LUIZ PLAMPLONA, 179 Bairro: CENTRO CEP: 26900000 Fone: 24 24843510"
1469,RJ,Miracema,"CENTRO DE ATENCAO PSICOSSOCIAL LYDIANE M BARROS MIRACEMA","CAPS I","RUA MATOSO MAIA, 247 Bairro: CENTRO CEP: 28460000 Fone: 2238521912"
1470,RJ,Natividade,"CENTRO DE ATENCAO PSICO SOCIAL","CAPS I","RUA DOMICILIANO GOMES, 26 Bairro: LIBERDADE CEP: 28380000 Fone: 2238411009"
1471,RJ,Nilópolis,"CAPS AD II NOVOS TEMPOS","CAPS AD","TRAV ANTONIO PEREIRA SOBRINHO, 25 Bairro: CENTRO CEP: 26520099 Fone: 21 37607114"
1472,RJ,Nilópolis,"CAPS II ESPACO VIVO NILOPOLIS","CAPS II","RUA SENADOR FERNANDO MENDES, S/N Bairro: CENTRO CEP: 26540080 Fone: 2137627394"
1473,RJ,Niterói,"CAPS ALAMEDA ALCOOL E DROGAS","CAPS AD","ALAMEDA SAO BOAVENTURA, 129 Bairro: FONSECA CEP: 24130005 Fone: (21) 9 7023 -1678"
1474,RJ,Niterói,CRIAAUFF,"CAPS AD","RUA GENERAL CASTRIOTO, 588 Bairro: BARRETO CEP: 24110256 Fone: (21)26289242"
1475,RJ,Niterói,"CAPSI MONTEIRO LOBATO","CAPS i","RUA ALMIRANTE ARY PARREIRAS, 649 Bairro: SANTA ROSA CEP: 24230321 Fone: (21) 9 7026 -9151"
1476,RJ,Niterói,"CAPS HERBERT DE SOUZA","CAPS II","RUA MARQUES DE OLINDA, 104 Bairro: CENTRO CEP: 24030170 Fone: (21)9 7025 -2769"
1477,RJ,Niterói,"CAPS CASA DO LARGO","CAPS II","AVENIDA PRESIDENTE ROOSEVELT, 465 Bairro: SAO FRANCISCO CEP: 24310410 Fone: (21)9 7031 -4469"
1478,RJ,"Nova Friburgo","CENTRO DE ATENCAO PSICOSSOCIAL III QUATRO ESTACOES","CAPS II","RUA PADRE ROBERTO DE SABOIA MEDEIROS, 24 Bairro: PAISSANDU CEP: 28625080 Fone: 22 25231470"
1479,RJ,"Nova Iguaçu","CAPS AD VANDERLEI MARINS","CAPS AD","RUA MIRIM, S/N Bairro: AUSTIN CEP: 26087175"
1480,RJ,"Nova Iguaçu","CAPS III JAYR NOGUEIRA","CAPS III","RUA FLORESTA MIRANDA, 113 Bairro: CENTRO CEP: 26250060 Fone: (21)27673674"
1481,RJ,Paracambi,"CAPS AD II RENASCER","CAPS AD","ESTRADA RJ 127, 10800 Bairro: AMAPA CEP: 26600000 Fone: 21 36932715"
1482,RJ,Paracambi,"CAPSI ADRIANO DE OLIVEIRA PASSOS","CAPS i","RUA CAPITAO ACHILES, 162 Bairro: FABRICA CEP: 26600000 Fone: 36935610"
1483,RJ,Paracambi,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS","CAPS II","RUA GETULIO VARGAS, 63 Bairro: CENTRO CEP: 26600000 Fone: (21)3693-3109"
1484,RJ,"Paraíba do Sul","CAPS AD CENTRO REG DE RECUP DE DEPEND QUIMICOS DR P DELGADO","CAPS AD","ESTR JORGE JUNQUEIRA, S/N Bairro: INEMA CEP: 25850000 Fone: 24 22631056"
1485,RJ,"Paraíba do Sul","CAPS PARAIBA DO SUL","CAPS I","RUA MOREIRA CESAR, 210 Bairro: LAVAPES CEP: 25850000 Fone: (24)22633711"
1486,RJ,Paraty,"CENTRO DE ATENCAO INTEGRAL A SAUDE MENTAL","CAPS I","RUA TANGARA, 6 Bairro: CABORE CEP: 23970000 Fone: 2433716554"
1487,RJ,"Paty do Alferes","CAPS PATY DO ALFERES","CAPS I","RUA DEPUTADO BERNARDES NETO, 294 Bairro: CENTRO CEP: 26950000"
1488,RJ,Petrópolis,"CAPS AD III ALCOOL E OUTRAS DROGAS","CAPS AD III","RUA MONSENHOR BACELAR, 492 Bairro: CENTRO CEP: 25680003 Fone: 2246-9198"
1489,RJ,Petrópolis,"CAPS I SYLVIA ORTHOF","CAPS i","RUA MAL FLORIANO PEIXOTO, 418 Bairro: CENTRO CEP: 25680004 Fone: 2422469214"
1490,RJ,Petrópolis,"CAPS II NISE DA SILVEIRA","CAPS II","AVENIDA SETE DE ABRIL, 374 Bairro: CENTRO CEP: 25680004 Fone: 2422469064"
1491,RJ,Pinheiral,"CAPS I","CAPS I","AVENIDA BRASILIA, 112 Bairro: PARAISO CEP: 27197000 Fone: (24)3356 6320"
1492,RJ,Piraí,"CAPS REVIVER","CAPS I","RUA BULHOES DE CARVALHO, 1241 Bairro: CASA AMRELA CEP: 27175000 Fone: 24 24313910"
1493,RJ,Porciúncula,"CENTRO DE ATENCAO PSICOSSOCIAL DE PORCIUNCULA","CAPS I","RUA SCHUWARTZ VIEIRA, 73 Bairro: CENTRO CEP: 28390000 Fone: 2238421833"
1494,RJ,"Porto Real","CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA PASQUINO MARETTI, 12 Bairro: JARDIM REAL CEP: 27570000 Fone: 2433534302"
1495,RJ,Queimados,"CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL","CAPS i","RUA HELOISA, 829 Bairro: VILA DO TINGUA CEP: 26325190 Fone: 02126651238"
1496,RJ,Queimados,"CENTRO DE ATENDIMENTO PSICOSSOCIAL DE QUEIMADOS","CAPS II","TRAVESSA MARQUES, 195 Bairro: CENTRO CEP: 26310215 Fone: (21)27799103"
1497,RJ,Quissamã,"CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","AV AMILCAR PEREIRA DA SILVA, 1321 Bairro: PITEIRAS CEP: 28735000 Fone: 2227681294"
1498,RJ,Resende,"CAPS AD RESENDE","CAPS AD","RUA MADRE ANGELICA, 28 Bairro: JARDIM BRASILIA CEP: 27514240 Fone: (24) 3360-5410"
1499,RJ,Resende,"CAPSI CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL","CAPS i","RUA PANDIA CALOGERAS, 205 Bairro: JARDIM JALISCO CEP: 27510030 Fone: (24) 3360-5520"
1500,RJ,Resende,"CAPS NUCLEO DE ATENCAO CASA ABERTA","CAPS II","AVENIDA GENERAL AFFONSECA, 1723 Bairro: VILA JULIETA CEP: 27520174 Fone: (24) 3359-4893"
1501,RJ,"Rio Bonito","CAPS DR CLEBER PAIXAO","CAPS II","RUA SIZENANDO DAMASCO, 112 Bairro: CENTRO CEP: 28800000 Fone: 2127342488"
1502,RJ,"Rio Claro","CAPS MINHA VIDA","CAPS I","AVENIDA JOAO BATISTA PORTUGAL, 367 Bairro: CENTRO CEP: 27460000 Fone: 2433321292"
1503,RJ,"Rio das Ostras","CAPS CENTRO DE ATENCAO PSICOSSOCIAL RIO DAS OSTRAS","CAPS II","RUA RESENDE, 177 Bairro: JARDIM MARILEA CEP: 28895883 Fone: 22 27716394"
1504,RJ,"Rio de Janeiro","SMS CAPS AD CENTRA RIO AP 21","CAPS AD","DONA MARIANA, 151 Bairro: BOTAFOGO CEP: 22280020"
1505,RJ,"Rio de Janeiro","SMS CAPS AD RAUL SEIXAS AP 32","CAPS AD","RUA DOIS DE FEVEREIRO, 785 Bairro: ENCANTADO CEP: 20730451 Fone: (21) 3111-7512"
1506,RJ,"Rio de Janeiro","SMS CAPS AD MANE GARRINCHA AP 22","CAPS AD","RUA JURUPARI, 08 Bairro: TIJUCA CEP: 20520110 Fone: 21 2284-6860"
1507,RJ,"Rio de Janeiro","SMS CAPSI JOAO DE BARRO AP 52","CAPS i","ESTRADA DO CAMPINHO, S/N Bairro: CAMPO GRANDE CEP: 23070220 Fone: 3394-2668"
1508,RJ,"Rio de Janeiro","SMS CAPSIII MARIA CLARA MACHADO AP 32","CAPS i","RUA HONORIO, 461 Bairro: TODOS OS SANTOS CEP: 20771420 Fone: 31116720"
1509,RJ,"Rio de Janeiro","SMS CAPSI III ELIZA SANTA ROZA AP 40","CAPS i","RUA SAMPAIO CORREA, 105 Bairro: JACAREPAGUA TAQUARA CEP: 22713560 Fone: 2134125601"
1510,RJ,"Rio de Janeiro","SMS CAPSI PEQUENO HANS AP 51","CAPS i","AVENIDA CARLOS PONTES, S/N Bairro: JARDIM SULACAP CEP: 21741340 Fone: 3335-0594"
1511,RJ,"Rio de Janeiro","UFRJ INST PSIQ CAPSI IPUB CARIM","CAPS i","AVENIDA VENCESLAU BRAS, 71 Bairro: BOTAFOGO CEP: 22290140 Fone: (21)39380500"
1512,RJ,"Rio de Janeiro","SMS CAPS DIRCINHA E LINDA BATISTA AP 33","CAPS II","RUA JORNALISTA HERMANO REQUIAO, 447 Bairro: GUADALUPE CEP: 21670360 Fone: 97528-1006/2475-4917"
1513,RJ,"Rio de Janeiro","SMS CAPS RUBENS CORREA AP 33","CAPS II","RUA CAPITAO ALIATAR MARTINS, 231 Bairro: IRAJA CEP: 21235515 Fone: 3833-3340/3833-3341"
1514,RJ,"Rio de Janeiro","SMS CAPS III LIMA BARRETO AP 51","CAPS II","AVENIDA RIBEIRO DANTAS, 571 Bairro: BANGU CEP: 21870170 Fone: (21) 3462-5449"
1515,RJ,"Rio de Janeiro","SMS CAPS FERNANDO DINIZ AP 31","CAPS II","LEOPOLDINA REGO, 754 Bairro: PENHA CEP: 21021522 Fone: 21 25903892"
1516,RJ,"Rio de Janeiro","CAPS UNIVERSITARIO","CAPS II","AVENIDA MARECHAL RONDON, 381 Bairro: SAO FRANCISCO XAVEIR CEP: 20950003 Fone: 25667371"
